user,vote,star,date,comments
Allen,0,4,2017-10-02,人类是否需要一个精确而无聊的、被数据独裁着的未来？
Howie_Serious,0,0,2017-09-05,音频
愚夫,0,4,2017-09-05,人文主义   
scott.cgi,0,5,2017-10-27,"很多想法和观点，熠熠生辉，万物皆比特，一切都是数据。
"
Amanecer,0,5,2017-10-17,读完最后一部分后小心翼翼地合上书。仿佛自己窥探到了人类未来的秘密一般，有些惶恐不安又觉得无能为力。
JC,0,4,2017-09-05,25年的阅历，这本书算是巩固了我对人类社会学和意识形态的认知。我们不光是138亿年前大爆炸后的星尘，还是带有人性的算法有机体。历史就是镜子，折射出万象，但根本的动因，还是意识形态的进步。算法与数据，终究敌不过人性的复杂，复杂的随机性才成就了我们；人类是有选择的，视野决定高度。
虾谈,0,5,2017-11-27,读的人对未来产生。。。担忧感
All,0,5,2017-09-04,感觉作者神人，逻辑缜密，思维奇特，而且一般人都能懂得在说什么，阅读没有门槛。
大板栗,0,5,2017-09-04,在未来，人工智能的发展应该远远超出人类的想象。从现在非常流行的基因检测，到未来的高科技，一切的发展都是20世纪没有预料的。
眠风兔,0,4,2017-11-09,很多想法让人大开眼界，全文书写的架构和各类资料的整合应用能力很强大，值得学习。
Silva Yi,0,4,2017-09-25,关于未来，没有人可以给出准确预测，但能有人跟你展开述说各种未来的可能性还是挺有趣的。虽然有些部分并没有说得很透彻甚至越绕越晕，但总体而言还是开卷有益的，第一、二部分可以和作者的《人类简史》结合来看，第三部分可以和凯文·凯利的《必然》一起看。
MissMoon,0,4,2017-09-04,虽然内容还是好于市场上的大部分书，但是明显逻辑和内容的渐进不如《人类简史》。一如既往理论自创体系还能自圆其说。
windflower,0,3,2017-09-04,以算法作为切入点探求人类社会的未来，视角独特而新颖。虽然书中处处穿插着作者对于智人自以为是的讽刺，但更体现了其悲天悯人的情怀。科幻小说中的情景已近在咫尺，但智人并未做好准备，相信我们的后代拥有足够的智慧去应对一切。
吴寿炎,0,5,2017-10-15,再一次被赫拉利刷新脑洞。尤其是对于科技和人文主义的阐述，以及数据主义的论证和设想，解决了自己一直以来的很多思考死结。有机会写篇文章来分享……
云卷云舒0412,0,5,2017-09-03,好看到让我怀疑人生
龙马小七,0,5,2017-09-03,断断续续几个月终于看完了，对于将来算法大行其道的推演，令人信服。
小品,0,5,2017-09-03,非常好的一本书，解答了自己许多的困惑，比如一直在思考为什么宗教会带来强大的精神力量，以及这种力量在现代社会中的便演变，这本书清晰地给出就解答。虽然感觉书中的预言不会很快的实现，但是整体的方向已经被清晰地勾勒出来。
wowo110,0,5,2017-09-03,根据历史的发展分析未来的发展。是否会有新的社会制度以迎合科学的发展。智能与数据时代的到来，有意识的智人和无意识的智能，未来会怎样?
江南客,0,4,2017-09-03,很有启发性，从哲学层面思考人类的未来。
EPHEMERAL,0,5,2017-09-03,看了小强的笔记再拿出来看一遍 算是自省了
念未桀,0,4,2017-09-03,横纵自如的比较和思考来源于作者对历史和社会，以及人类学的积累。很有意思。人文主义消亡人文主义这个观点我顺着他的逻辑想了很久，有点站不住脚。但是后面数据主义这个说法很有意思。还需思考
西庙,0,4,2017-09-03,整本书反复前调论证举例几个想法，还有重复了很多人类简史的内容。对未来方向有参考和警示还是值得一读的。
hxy,0,4,2017-09-03,如果结局不可避免，那么就大踏步的前进吧
梅大姑,0,5,2017-09-03,没读过作者的人类简史，所以屡有振聋发聩的感觉，作者关于科技发展对宗教、人文主义等观念的挑战，尤其惊悚。对五百年来人文主义的反思并不新鲜，但本书作者的角度够刁钻。未来已来，人类正经历几万年未有之变局。是升级为智神还是降格为数码碎片，可问天
Johnny,0,4,2017-09-23,不可预见的未来才有趣嘛 既然都可以预见就不是未来了 
Davidreo,0,5,2017-10-11,体验无价值，数据有意义。当下，我们越来越离不开身边的智能产品。并且在可预见的未来，这种依赖只会加强，不会削弱。尤瓦尔·赫拉利的未来简史向我们讲述了一种我们怎样进化至此，又将如何进化的可能性。
最是眉目如画,1,3,2017-09-02,逻辑思维
buhaoshui,0,5,2017-09-02,什么是对所有未来的预言，星球大战？三体？还是其他？读过之后你会发现，也许是骇客帝国。嗯，你就是一节电池。
龙须面,0,4,2017-09-02,"（补记）前七章算《人类简史》的精编版，后四章才进入正题——人工智能。
人工智能让智人无用武之地？有可能是未来。但是，作为人文主义和自由主义的信徒，我仍然猜想并相信人工智能终究只是让智人更理性更有效率。绝非统治智人，变成其数据洪流中的一枚芯片。自由主义VS数据主义？我拭目以待。"
李贱贱,0,5,2017-09-02,关键词，集体，个人，意识，探索，冲突，引导，平等。多年的疑惑有了疏通的渠道。
兵哥哥,0,5,2017-09-02,脑洞大开
海豚护卫,0,4,2017-09-02,"这是对人工智能的人文主义思考。从书中可以看到最新的人工智能应用，算法和数据对未来生活的改变，我们人类如何从智能生物，高等生物，沦落为蝼蚁一般。
当我们的任何行为都被了如指掌，这种变化帮助你更准确的判断和预测，同时也让人类完全裸露在数据的世界中，你会如何选择，这是福还是祸！？"
阿将,0,4,2017-09-02,挺不错的，以宏观的角度看待人类发展
summer,0,4,2017-09-02,在我看来，《未来简史》是尤瓦尔•赫拉利充分拓展自己的想象力并结合当前社会现实“推导”出来的可能的未来世界的模样，为我对世界的认知新开了一条路。正如他所说，本书是希望放宽读者视野，以体察到还有其他更多选项。可能大多数时候，思考为什么不是“那样”比不断证明“这样”正确收获的更多。
Priver,0,4,2017-09-02,次于《人类简史》，但比想象中的好些，也有可能是对这套叙事比较了解了，所以感觉没什么新意。这本主要在说自由意志、大数据，材料还比较丰富。当代史是很难写的，因为你的想法总是受限于你所处的现实。工业革命时代的人拿钟表来比喻人，和今天拿算法比喻人有什么区别呢？
匆葱1987,0,4,2017-10-21,刚看到的时候真的对我的认知，思维冲击很大。看完反而没感觉了，无人能掌握历史的走向，一切静观其变。想起窦文涛在节目里说的一句话，这些智能机器就像一个揣摩圣意的太监很可笑。不知道未来会怎样，但现在真的很讨厌这些“太监”。
符号,0,2,2017-10-02,"为《人类简史》打一星
为新近的例子打一星
论点基本没变，还是《人类简史》那一套，但不用时间线串联，结构反而没有那么清楚了。"
killer CAT,0,4,2017-09-01,书的内容可能消化不到一半，但感觉还是很受启发的。世界很大未来很长人类也只不过是浩瀚宇宙中的渺小星辰，可以为当下找工作而烦恼，也可以为未来几十年就业市场的破坏烦恼，也可以思考人类未来将何去何从会不会被人工智能代替。不管怎么样，最重要的是保持终生学习的能力与热情。
差不多西安生,0,5,2017-09-01,我们之所以害怕因为我们屈服于肉体中才有害怕，当我们进化成信息流，我们将无所不能
bambi,0,5,2017-09-01,看完这本书，服气，太牛掰了
冷热交织的小M,0,3,2017-09-01,2017-10 ，不如上一本，没有什么睁大眼睛的观点
AGU,0,4,2017-09-01,数据主义
super豆豆,0,4,2017-08-31,"有几点思想挺震惊的：
1，人文主义，我们今天所（想）做的一切，都是人文主义教给我们的
2，自由意志可能不存在，follow your heart 也许没那么有道理，做决定到底依赖感性还是逻辑？"
熊朵朵···,1,3,2017-12-03,续集…依旧在讲故事……
kingd,0,4,2017-08-31,幸福成了方向
qxde01,0,4,2017-08-31,一切都是幻想，实体以虚幻为存
Uranus,0,5,2017-08-31,越發覺得當初轉行的決定是如此機智
yiranxue,0,4,2017-08-31,人类的未来是什么？是数据么？回头看看印象较深的，包括人类取得现有的成绩主要源于人类发展了讲故事的能力，而且倾向于自己把故事合理化。
hisenyuan,1,4,2017-09-14,拓宽你的思维，引导在更高的视野思考未来的生活
甜筒,0,5,2017-08-31,数据主义 概念的提出，很伟大。计算机算法产生新的智能。
パンパンパンダ,0,4,2017-08-31,一切都并非如此理所当然。
Daaaaany,0,4,2017-08-31,最后一章写的相对来说没那么好，扣一个星
浪漫骑士,0,5,2017-08-30,知识密度比较大，需要再读一遍
唯道,1,5,2017-11-03,了解一下人类的发展趋势
nokey,0,5,2017-08-30,牛X，什么教都不信的我，要警惕算法教
长星照耀十三州,0,3,2017-08-30,看看，了解各方观点，作者总结归纳的水平很高。
Sunday,0,5,2017-08-30,虽然感觉没有人类简史那样惊艳，不过还是挺不错的。前半本书基本上和人类简史的思想差不多，大概是为了照顾没读过的读者？后半本书最有意思的地方就在于按照狩猎社会、农业社会、工业社会和信息社会的发展过程，人类对于自身意义的架构和最适应社会发展形态的社会意识也在不断发生变化。仔细想想，乐观一些的话，如果机器人和人工智能在未来几乎帮我们做了一切的事情，经济的发展状况也能让所有人满足中产层次的物质需求和精神需求，大家不用怎么工作就能做想做的事情时，那不就是迈入了共产主义社会吗（雾
測海,0,3,2017-08-30,太没劲了。
Dérive,0,5,2017-08-30,人文崇拜多少提醒个人挣脱群体的愚蠢性，而数据崇拜在不知不觉中将精英逐渐变成乌合之众。The ice age is coming。
清风丽日,0,5,2017-08-29,遇见未来
予砚,0,3,2017-08-29,“未来简史”和“人类简史”几个字的重合率为50%，此数据也适用于书本内容本身。
さわこ,0,5,2017-08-29,看了那么多哲学方面的书，瞬间无用。。。看了有个疑问，我们发展智能是为了更好地服务于人，但未来如果人被淘汰了，那所有的这一切有序进行的意义是什么？好吧！承认自己是人文主义者
大天线宝宝,0,5,2017-08-29,初中看过
很快就75,0,4,2017-08-29,书的野心极大，不敢说看懂了。
destiny,0,5,2017-08-29,看这些人的观点真的很有意思啊。本书分析智人的进化优于其他生物的进化的原因 以及人类讲从人文主义转型为数据主义的观点。作者善于分析原因
